kategori,input_user,prep_input,prep_stopword
info_hipertensi,Gejala apa saja yang ditimbulkan oleh hipertensi,"['gejala', 'apa', 'saja', 'yang', 'timbul', 'oleh', 'hipertensi']","['gejala', 'apa', 'yang', 'timbul', 'hipertensi']"
info_hipertensi,Apa saja gejalagejala hipertensi,"['apa', 'saja', 'gejalagejala', 'hipertensi']","['apa', 'gejalagejala', 'hipertensi']"
info_hipertensi,Saya ingin mengetahui gejala hipertensi,"['saya', 'ingin', 'tahu', 'gejala', 'hipertensi']","['ingin', 'tahu', 'gejala', 'hipertensi']"
info_hipertensi,Apa itu gejala hipertensi,"['apa', 'itu', 'gejala', 'hipertensi']","['apa', 'gejala', 'hipertensi']"
info_hipertensi,Bagaimana gejala hipertensi pada penderita,"['bagaimana', 'gejala', 'hipertensi', 'pada', 'derita']","['bagaimana', 'gejala', 'hipertensi', 'derita']"
info_hipertensi,Apa tandatanda seseorang mengalami hipertensi,"['apa', 'tandatanda', 'orang', 'alami', 'hipertensi']","['apa', 'tandatanda', 'orang', 'alami', 'hipertensi']"
info_hipertensi,Apa saja gejala yang dialami oleh penderita hipertensi,"['apa', 'saja', 'gejala', 'yang', 'alami', 'oleh', 'derita', 'hipertensi']","['apa', 'gejala', 'alami', 'derita', 'hipertensi']"
info_hipertensi,Apa saja yang bisa menjadi tanda seseorang mengalami hipertensi,"['apa', 'saja', 'yang', 'bisa', 'jadi', 'tanda', 'orang', 'alami', 'hipertensi']","['apa', 'yang', 'jadi', 'tanda', 'orang', 'alami', 'hipertensi']"
info_hipertensi,Apa gejalagejala yang muncul pada penderita hipertensi,"['apa', 'gejalagejala', 'yang', 'muncul', 'pada', 'derita', 'hipertensi']","['apa', 'gejalagejala', 'muncul', 'derita', 'hipertensi']"
info_hipertensi,Dapatkah kamu sebutkan gejalagejala yang muncul akibat hipertensi,"['dapat', 'kamu', 'sebut', 'gejalagejala', 'yang', 'muncul', 'akibat', 'hipertensi']","['kamu', 'sebut', 'gejalagejala', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,Apa gejala yang timbul akibat hipertensi,"['apa', 'gejala', 'yang', 'timbul', 'akibat', 'hipertensi']","['apa', 'gejala', 'timbul', 'akibat', 'hipertensi']"
info_hipertensi,Dalam kondisi hipertensi apa saja gejala yang dapat terjadi,"['dalam', 'kondisi', 'hipertensi', 'apa', 'saja', 'gejala', 'yang', 'dapat', 'jadi']","['kondisi', 'hipertensi', 'apa', 'gejala', 'dapat', 'jadi']"
info_hipertensi,Bagaimana gejala yang dapat muncul akibat hipertensi,"['bagaimana', 'gejala', 'yang', 'dapat', 'muncul', 'akibat', 'hipertensi']","['bagaimana', 'gejala', 'dapat', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,Gejala apa saja yang muncul akibat hipertensi,"['gejala', 'apa', 'saja', 'yang', 'muncul', 'akibat', 'hipertensi']","['gejala', 'apa', 'yang', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,Apa gejalagejala yang ditandai oleh hipertensi,"['apa', 'gejalagejala', 'yang', 'tanda', 'oleh', 'hipertensi']","['apa', 'gejalagejala', 'tanda', 'hipertensi']"
info_hipertensi,Apa tandatanda jika seseorang mengalami hipertensi,"['apa', 'tandatanda', 'jika', 'orang', 'alami', 'hipertensi']","['apa', 'tandatanda', 'orang', 'alami', 'hipertensi']"
info_hipertensi,Ketika mengalami hipertensi gejala apa saja yang muncul,"['ketika', 'alami', 'hipertensi', 'gejala', 'apa', 'saja', 'yang', 'muncul']","['alami', 'hipertensi', 'gejala', 'apa', 'yang', 'muncul']"
info_hipertensi,Apa saja gejala hipertensi,"['apa', 'saja', 'gejala', 'hipertensi']","['apa', 'gejala', 'hipertensi']"
info_hipertensi,Apa yang dapat menjadi tanda jika seseorang mengalami hipertensi,"['apa', 'yang', 'dapat', 'jadi', 'tanda', 'jika', 'orang', 'alami', 'hipertensi']","['apa', 'dapat', 'jadi', 'tanda', 'orang', 'alami', 'hipertensi']"
info_hipertensi,Ketika seseorang mengalami hipertensi gejala apa yang muncul,"['ketika', 'orang', 'alami', 'hipertensi', 'gejala', 'apa', 'yang', 'muncul']","['orang', 'alami', 'hipertensi', 'gejala', 'apa', 'muncul']"
info_hipertensi,Apa tandatanda yang muncul ketika seseorang mengalami hipertensi,"['apa', 'tandatanda', 'yang', 'muncul', 'ketika', 'orang', 'alami', 'hipertensi']","['apa', 'tandatanda', 'muncul', 'orang', 'alami', 'hipertensi']"
info_hipertensi,Apa saja gejala yang terjadi pada penderita hipertensi,"['apa', 'saja', 'gejala', 'yang', 'jadi', 'pada', 'derita', 'hipertensi']","['apa', 'gejala', 'jadi', 'derita', 'hipertensi']"
info_hipertensi,Gejala apa saja yang muncul akibat hipertensi,"['gejala', 'apa', 'saja', 'yang', 'muncul', 'akibat', 'hipertensi']","['gejala', 'apa', 'yang', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,Apa gejala yang dapat terjadi karena hipertensi,"['apa', 'gejala', 'yang', 'dapat', 'jadi', 'karena', 'hipertensi']","['apa', 'gejala', 'dapat', 'jadi', 'hipertensi']"
info_hipertensi,Apa saja tandatanda dari hipertensi,"['apa', 'saja', 'tandatanda', 'dari', 'hipertensi']","['apa', 'tandatanda', 'hipertensi']"
info_hipertensi,Apa saja gejala yang ditunjukkan oleh hipertensi,"['apa', 'saja', 'gejala', 'yang', 'tunjuk', 'oleh', 'hipertensi']","['apa', 'gejala', 'tunjuk', 'hipertensi']"
info_hipertensi,Apa yang bisa menjadi tanda jika seseorang mengalami hipertensi,"['apa', 'yang', 'bisa', 'jadi', 'tanda', 'jika', 'orang', 'alami', 'hipertensi']","['apa', 'bisa', 'jadi', 'tanda', 'orang', 'alami', 'hipertensi']"
info_hipertensi,Ketika seseorang mengalami hipertensi gejala apa yang muncul,"['ketika', 'orang', 'alami', 'hipertensi', 'gejala', 'apa', 'yang', 'muncul']","['orang', 'alami', 'hipertensi', 'gejala', 'apa', 'muncul']"
info_hipertensi,Apa tandatanda yang muncul ketika seseorang mengalami hipertensi,"['apa', 'tandatanda', 'yang', 'muncul', 'ketika', 'orang', 'alami', 'hipertensi']","['apa', 'tandatanda', 'muncul', 'orang', 'alami', 'hipertensi']"
info_hipertensi,Apa saja gejala yang dapat terjadi akibat hipertensi,"['apa', 'saja', 'gejala', 'yang', 'dapat', 'jadi', 'akibat', 'hipertensi']","['apa', 'gejala', 'dapat', 'jadi', 'akibat', 'hipertensi']"
info_hipertensi,Gejala apa saja yang ditimbulkan oleh hipertensi,"['gejala', 'apa', 'saja', 'yang', 'timbul', 'oleh', 'hipertensi']","['gejala', 'apa', 'yang', 'timbul', 'hipertensi']"
info_hipertensi,Apa saja gejalagejala hipertensi,"['apa', 'saja', 'gejalagejala', 'hipertensi']","['apa', 'gejalagejala', 'hipertensi']"
info_hipertensi,Saya ingin mengetahui gejala hipertensi,"['saya', 'ingin', 'tahu', 'gejala', 'hipertensi']","['ingin', 'tahu', 'gejala', 'hipertensi']"
info_hipertensi,Apa itu gejala hipertensi,"['apa', 'itu', 'gejala', 'hipertensi']","['apa', 'gejala', 'hipertensi']"
info_hipertensi,Bagaimana gejala hipertensi pada penderita,"['bagaimana', 'gejala', 'hipertensi', 'pada', 'derita']","['bagaimana', 'gejala', 'hipertensi', 'derita']"
info_hipertensi,Apa tandatanda seseorang mengalami hipertensi,"['apa', 'tandatanda', 'orang', 'alami', 'hipertensi']","['apa', 'tandatanda', 'orang', 'alami', 'hipertensi']"
info_hipertensi,Apa saja gejala yang dialami oleh penderita hipertensi,"['apa', 'saja', 'gejala', 'yang', 'alami', 'oleh', 'derita', 'hipertensi']","['apa', 'gejala', 'alami', 'derita', 'hipertensi']"
info_hipertensi,Apa saja yang bisa menjadi tanda seseorang mengalami hipertensi,"['apa', 'saja', 'yang', 'bisa', 'jadi', 'tanda', 'orang', 'alami', 'hipertensi']","['apa', 'yang', 'jadi', 'tanda', 'orang', 'alami', 'hipertensi']"
info_hipertensi,Apa gejalagejala yang muncul pada penderita hipertensi,"['apa', 'gejalagejala', 'yang', 'muncul', 'pada', 'derita', 'hipertensi']","['apa', 'gejalagejala', 'muncul', 'derita', 'hipertensi']"
info_hipertensi,Dapatkah kamu sebutkan gejalagejala yang muncul akibat hipertensi,"['dapat', 'kamu', 'sebut', 'gejalagejala', 'yang', 'muncul', 'akibat', 'hipertensi']","['kamu', 'sebut', 'gejalagejala', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,Apa gejala yang timbul akibat hipertensi,"['apa', 'gejala', 'yang', 'timbul', 'akibat', 'hipertensi']","['apa', 'gejala', 'timbul', 'akibat', 'hipertensi']"
info_hipertensi,Apa saja obat untuk mengobati hipertensi,"['apa', 'saja', 'obat', 'untuk', 'obat', 'hipertensi']","['apa', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Apa jenis obat yang digunakan untuk mengatasi hipertensi,"['apa', 'jenis', 'obat', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'jenis', 'obat', 'guna', 'atas', 'hipertensi']"
info_hipertensi,Ada apa saja obat buat ngatasin hipertensi,"['ada', 'apa', 'saja', 'obat', 'buat', 'ngatasin', 'hipertensi']","['apa', 'obat', 'buat', 'ngatasin', 'hipertensi']"
info_hipertensi,Apa sih obat yang dipake buat nanganin hipertensi,"['apa', 'sih', 'obat', 'yang', 'dipake', 'buat', 'nanganin', 'hipertensi']","['apa', 'sih', 'obat', 'dipake', 'buat', 'nanganin', 'hipertensi']"
info_hipertensi,Apa obatobat yang rekomendasikan buat ngatasin hipertensi,"['apa', 'obatobat', 'yang', 'rekomendasi', 'buat', 'ngatasin', 'hipertensi']","['apa', 'obatobat', 'rekomendasi', 'buat', 'ngatasin', 'hipertensi']"
info_hipertensi,Ada apa saja obat buat ilangin hipertensi,"['ada', 'apa', 'saja', 'obat', 'buat', 'ilangin', 'hipertensi']","['apa', 'obat', 'buat', 'ilangin', 'hipertensi']"
info_hipertensi,Apa sih obat yang dipake buat ilangin hipertensi,"['apa', 'sih', 'obat', 'yang', 'dipake', 'buat', 'ilangin', 'hipertensi']","['apa', 'sih', 'obat', 'dipake', 'buat', 'ilangin', 'hipertensi']"
info_hipertensi,sebutkan rekomendasi obat untuk hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'hipertensi']","['sebut', 'rekomendasi', 'obat', 'hipertensi']"
info_hipertensi,obat untuk hipertensi,"['obat', 'untuk', 'hipertensi']","['obat', 'hipertensi']"
info_hipertensi,obat hipertensi,"['obat', 'hipertensi']","['obat', 'hipertensi']"
info_hipertensi,Apa obatobat yang rekomendasikan buat ilangin hipertensi,"['apa', 'obatobat', 'yang', 'rekomendasi', 'buat', 'ilangin', 'hipertensi']","['apa', 'obatobat', 'rekomendasi', 'buat', 'ilangin', 'hipertensi']"
info_hipertensi,rekomendasi obat untuk hipertensi,"['rekomendasi', 'obat', 'untuk', 'hipertensi']","['rekomendasi', 'obat', 'hipertensi']"
info_hipertensi,obat untuk hipertensi,"['obat', 'untuk', 'hipertensi']","['obat', 'hipertensi']"
info_hipertensi,rekomendasi obat untuk hipertensi,"['rekomendasi', 'obat', 'untuk', 'hipertensi']","['rekomendasi', 'obat', 'hipertensi']"
info_hipertensi,Ada berapa macam obat yang bisa dipake buat ilangin hipertensi,"['ada', 'berapa', 'macam', 'obat', 'yang', 'bisa', 'dipake', 'buat', 'ilangin', 'hipertensi']","['berapa', 'macam', 'obat', 'bisa', 'dipake', 'buat', 'ilangin', 'hipertensi']"
info_hipertensi,Apa bedabedanya obatobat buat ilangin hipertensi,"['apa', 'bedabedanya', 'obatobat', 'buat', 'ilangin', 'hipertensi']","['apa', 'bedabedanya', 'obatobat', 'buat', 'ilangin', 'hipertensi']"
info_hipertensi,Apa saja obat yang digunakan untuk mengobati hipertensi,"['apa', 'saja', 'obat', 'yang', 'guna', 'untuk', 'obat', 'hipertensi']","['apa', 'obat', 'guna', 'obat', 'hipertensi']"
info_hipertensi,Apa jenis obat yang digunakan untuk mengatasi hipertensi,"['apa', 'jenis', 'obat', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'jenis', 'obat', 'guna', 'atas', 'hipertensi']"
info_hipertensi,Ada apa saja obat yang dapat digunakan untuk mengatasi hipertensi,"['ada', 'apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Apa obat yang biasa digunakan untuk mengobati hipertensi,"['apa', 'obat', 'yang', 'biasa', 'guna', 'untuk', 'obat', 'hipertensi']","['apa', 'obat', 'biasa', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,Apa rekomendasi obatobatan yang digunakan untuk mengatasi hipertensi,"['apa', 'rekomendasi', 'obatobatan', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'rekomendasi', 'obatobatan', 'guna', 'atas', 'hipertensi']"
info_hipertensi,Ada apa saja obat yang digunakan untuk menghilangkan hipertensi,"['ada', 'apa', 'saja', 'obat', 'yang', 'guna', 'untuk', 'hilang', 'hipertensi']","['apa', 'obat', 'guna', 'hilang', 'hipertensi']"
info_hipertensi,Apa obat yang biasa digunakan untuk mengatasi hipertensi,"['apa', 'obat', 'yang', 'biasa', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'biasa', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Sebutkan rekomendasi obat untuk pengobatan hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['sebut', 'rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Apa obat yang digunakan untuk mengatasi hipertensi,"['apa', 'obat', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'guna', 'atas', 'hipertensi']"
info_hipertensi,Obat apa yang direkomendasikan untuk pengobatan hipertensi,"['obat', 'apa', 'yang', 'rekomendasi', 'untuk', 'obat', 'hipertensi']","['obat', 'apa', 'rekomendasi', 'obat', 'hipertensi']"
info_hipertensi,Apa obatobatan yang direkomendasikan untuk mengatasi hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'atas', 'hipertensi']","['apa', 'obatobatan', 'rekomendasi', 'atas', 'hipertensi']"
info_hipertensi,Rekomendasi obat untuk pengobatan hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Obat untuk pengobatan hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']","['obat', 'obat', 'hipertensi']"
info_hipertensi,Rekomendasi obat untuk pengobatan hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Berapa macam obat yang dapat digunakan untuk menghilangkan hipertensi,"['berapa', 'macam', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'hilang', 'hipertensi']","['berapa', 'macam', 'obat', 'dapat', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,Apa perbedaan antara berbagai obat yang digunakan untuk menghilangkan hipertensi,"['apa', 'beda', 'antara', 'bagai', 'obat', 'yang', 'guna', 'untuk', 'hilang', 'hipertensi']","['apa', 'beda', 'bagai', 'obat', 'guna', 'hilang', 'hipertensi']"
info_hipertensi,Apa saja obat yang dapat digunakan untuk mengobati hipertensi,"['apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'obat', 'hipertensi']","['apa', 'obat', 'dapat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,Ada jenis obat apa saja yang digunakan untuk mengatasi hipertensi,"['ada', 'jenis', 'obat', 'apa', 'saja', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']","['jenis', 'obat', 'apa', 'yang', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Apa obatobatan yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'obatobatan', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obatobatan', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Apa saja obat yang direkomendasikan untuk menghilangkan hipertensi,"['apa', 'saja', 'obat', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']","['apa', 'obat', 'rekomendasi', 'hilang', 'hipertensi']"
info_hipertensi,Apa obat yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Sebutkan rekomendasi obat untuk pengobatan hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['sebut', 'rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Obat untuk pengobatan hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']","['obat', 'obat', 'hipertensi']"
info_hipertensi,Rekomendasi obat untuk pengobatan hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Apa obatobatan yang direkomendasikan untuk menghilangkan hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']","['apa', 'obatobatan', 'rekomendasi', 'hilang', 'hipertensi']"
info_hipertensi,Apa saja obat yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Ada jenis obat apa saja yang digunakan untuk mengatasi hipertensi,"['ada', 'jenis', 'obat', 'apa', 'saja', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']","['jenis', 'obat', 'apa', 'yang', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Apa obatobatan yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'obatobatan', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obatobatan', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Apa saja obat yang direkomendasikan untuk menghilangkan hipertensi,"['apa', 'saja', 'obat', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']","['apa', 'obat', 'rekomendasi', 'hilang', 'hipertensi']"
info_hipertensi,Apa obat yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Sebutkan rekomendasi obat untuk pengobatan hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['sebut', 'rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Obat untuk pengobatan hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']","['obat', 'obat', 'hipertensi']"
info_hipertensi,Rekomendasi obat untuk pengobatan hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Apa obatobatan yang direkomendasikan untuk menghilangkan hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']","['apa', 'obatobatan', 'rekomendasi', 'hilang', 'hipertensi']"
info_hipertensi,Apa saja obat yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Ada jenis obat apa saja yang digunakan untuk mengatasi hipertensi,"['ada', 'jenis', 'obat', 'apa', 'saja', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']","['jenis', 'obat', 'apa', 'yang', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Apa obatobatan yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'obatobatan', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obatobatan', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Apa saja obat yang direkomendasikan untuk menghilangkan hipertensi,"['apa', 'saja', 'obat', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']","['apa', 'obat', 'rekomendasi', 'hilang', 'hipertensi']"
info_hipertensi,Apa obat yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Sebutkan rekomendasi obat untuk pengobatan hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['sebut', 'rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Obat untuk pengobatan hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']","['obat', 'obat', 'hipertensi']"
info_hipertensi,Rekomendasi obat untuk pengobatan hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Apa obatobatan yang direkomendasikan untuk menghilangkan hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']","['apa', 'obatobatan', 'rekomendasi', 'hilang', 'hipertensi']"
info_hipertensi,Apa saja obat yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Ada jenis obat apa saja yang digunakan untuk mengatasi hipertensi,"['ada', 'jenis', 'obat', 'apa', 'saja', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']","['jenis', 'obat', 'apa', 'yang', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Apa obatobatan yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'obatobatan', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obatobatan', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Apa saja obat yang direkomendasikan untuk menghilangkan hipertensi,"['apa', 'saja', 'obat', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']","['apa', 'obat', 'rekomendasi', 'hilang', 'hipertensi']"
info_hipertensi,Apa obat yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Sebutkan rekomendasi obat untuk pengobatan hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['sebut', 'rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Obat untuk pengobatan hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']","['obat', 'obat', 'hipertensi']"
info_hipertensi,Rekomendasi obat untuk pengobatan hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Apa obatobatan yang direkomendasikan untuk menghilangkan hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']","['apa', 'obatobatan', 'rekomendasi', 'hilang', 'hipertensi']"
info_hipertensi,Apa saja obat yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Ada jenis obat apa saja yang digunakan untuk mengatasi hipertensi,"['ada', 'jenis', 'obat', 'apa', 'saja', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']","['jenis', 'obat', 'apa', 'yang', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Apa obatobatan yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'obatobatan', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obatobatan', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Apa saja obat yang direkomendasikan untuk menghilangkan hipertensi,"['apa', 'saja', 'obat', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']","['apa', 'obat', 'rekomendasi', 'hilang', 'hipertensi']"
info_hipertensi,Apa obat yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Sebutkan rekomendasi obat untuk pengobatan hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['sebut', 'rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Obat untuk pengobatan hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']","['obat', 'obat', 'hipertensi']"
info_hipertensi,Rekomendasi obat untuk pengobatan hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Apa obatobatan yang direkomendasikan untuk menghilangkan hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']","['apa', 'obatobatan', 'rekomendasi', 'hilang', 'hipertensi']"
info_hipertensi,Apa saja obat yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Ada jenis obat apa saja yang digunakan untuk mengatasi hipertensi,"['ada', 'jenis', 'obat', 'apa', 'saja', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']","['jenis', 'obat', 'apa', 'yang', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Apa obatobatan yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'obatobatan', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obatobatan', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Apa saja obat yang direkomendasikan untuk menghilangkan hipertensi,"['apa', 'saja', 'obat', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']","['apa', 'obat', 'rekomendasi', 'hilang', 'hipertensi']"
info_hipertensi,Apa obat yang dapat digunakan untuk mengatasi hipertensi,"['apa', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']","['apa', 'obat', 'dapat', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,Sebutkan rekomendasi obat untuk pengobatan hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['sebut', 'rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Obat untuk pengobatan hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']","['obat', 'obat', 'hipertensi']"
info_hipertensi,Rekomendasi obat untuk pengobatan hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']","['rekomendasi', 'obat', 'obat', 'hipertensi']"
info_hipertensi,Apa obatobatan yang direkomendasikan untuk menghilangkan hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']","['apa', 'obatobatan', 'rekomendasi', 'hilang', 'hipertensi']"
